P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,P_COMMENT
47286,dark green goldenrod peach gainsboro,Manufacturer#5,Brand#51,SMALL BURNISHED COPPER,16,SM BAG,1233.28," the fluff"
47287,bisque red yellow sky khaki,Manufacturer#1,Brand#12,PROMO POLISHED NICKEL,47,MED BAG,1234.28,bold a
47288,rosy cream blanched puff hot,Manufacturer#4,Brand#42,PROMO BURNISHED STEEL,30,LG PACK,1235.28,tions maintain quic
47289,wheat frosted violet lawn linen,Manufacturer#2,Brand#24,MEDIUM BURNISHED STEEL,36,MED PACK,1236.28,special foxes inte
47290,gainsboro brown medium rosy blush,Manufacturer#5,Brand#55,MEDIUM POLISHED NICKEL,50,LG PKG,1237.29,ithely final deposits 
47291,deep slate lawn lace dodger,Manufacturer#3,Brand#33,SMALL BRUSHED TIN,35,SM BAG,1238.29,. ideas wake quickly
47292,papaya cream seashell green khaki,Manufacturer#4,Brand#45,LARGE BURNISHED STEEL,14,LG DRUM,1239.29,"ly. final, iron"
47293,bisque firebrick dark lace rose,Manufacturer#1,Brand#15,STANDARD PLATED COPPER,39,WRAP CASE,1240.29,eposits
47294,sandy ghost gainsboro burnished frosted,Manufacturer#2,Brand#25,STANDARD POLISHED BRASS,47,MED CASE,1241.29,alongside of the sl
47295,steel yellow cyan thistle goldenrod,Manufacturer#5,Brand#55,MEDIUM POLISHED TIN,12,JUMBO BOX,1242.29,ven pinto beans. f
47296,smoke midnight purple orange salmon,Manufacturer#5,Brand#54,PROMO ANODIZED NICKEL,5,MED BAG,1243.29,ully ironic foxes cajo
47297,cream spring drab powder purple,Manufacturer#5,Brand#53,STANDARD PLATED NICKEL,18,MED DRUM,1244.29,riously 
47298,magenta antique black mint plum,Manufacturer#1,Brand#14,PROMO BRUSHED STEEL,45,WRAP CASE,1245.29,osits; special
47299,bisque peach honeydew white maroon,Manufacturer#5,Brand#55,ECONOMY ANODIZED NICKEL,4,WRAP BAG,1246.29,ar re
47300,navy frosted white royal aquamarine,Manufacturer#5,Brand#51,STANDARD BRUSHED STEEL,44,LG JAR,1247.30,cuses
47301,navajo sky puff coral orchid,Manufacturer#2,Brand#25,SMALL PLATED NICKEL,19,SM CAN,1248.30,"ronic, even"
47302,orchid puff cornflower ghost cream,Manufacturer#5,Brand#54,MEDIUM PLATED NICKEL,3,WRAP PACK,1249.30,nic dependencies
47303,puff sienna cornsilk floral light,Manufacturer#5,Brand#53,SMALL POLISHED STEEL,36,LG CASE,1250.30," instructions ar"
47304,moccasin indian rose pink blush,Manufacturer#4,Brand#43,SMALL BURNISHED TIN,36,SM PACK,1251.30,"ic, even reques"
47305,wheat tomato purple plum frosted,Manufacturer#5,Brand#54,LARGE PLATED BRASS,2,SM BAG,1252.30,o the ironic 
47306,lime chocolate orange chiffon pale,Manufacturer#3,Brand#32,STANDARD ANODIZED COPPER,24,WRAP BOX,1253.30,to belie
47307,puff beige moccasin lavender sky,Manufacturer#1,Brand#13,MEDIUM POLISHED COPPER,7,JUMBO PACK,1254.30,pecial deposits are 
47308,ivory seashell burnished sandy orchid,Manufacturer#2,Brand#23,LARGE POLISHED COPPER,13,WRAP JAR,1255.30,sits play quickly.
47309,moccasin ivory beige hot violet,Manufacturer#2,Brand#24,MEDIUM ANODIZED COPPER,5,SM DRUM,1256.30,lites cajole furious
47310,navajo lawn powder khaki tan,Manufacturer#3,Brand#34,STANDARD PLATED TIN,27,WRAP BAG,1257.31,ackages. silent foxes
47311,rosy frosted magenta orchid dim,Manufacturer#5,Brand#53,SMALL POLISHED NICKEL,43,WRAP CAN,1258.31,cording to
47312,violet purple sandy medium seashell,Manufacturer#1,Brand#13,SMALL BURNISHED COPPER,6,SM BAG,1259.31,gle af
47313,antique navajo honeydew linen light,Manufacturer#1,Brand#13,LARGE BRUSHED COPPER,49,MED PACK,1260.31," the furious"
47314,steel lawn ghost chocolate blanched,Manufacturer#1,Brand#11,ECONOMY ANODIZED STEEL,15,JUMBO PKG,1261.31,carefull
47315,lavender blush dark almond puff,Manufacturer#3,Brand#35,SMALL POLISHED NICKEL,22,MED BOX,1262.31,silent packages wak
47316,light metallic mint goldenrod peru,Manufacturer#1,Brand#13,SMALL ANODIZED COPPER,17,JUMBO BAG,1263.31,ages: dolphi
47317,misty medium honeydew thistle blanched,Manufacturer#1,Brand#13,ECONOMY PLATED NICKEL,48,MED PACK,1264.31,he ca
47318,goldenrod peach powder blue bisque,Manufacturer#3,Brand#33,STANDARD POLISHED COPPER,49,MED CASE,1265.31,jole carefully ironic
47319,peru medium steel goldenrod puff,Manufacturer#2,Brand#21,LARGE ANODIZED COPPER,18,WRAP BOX,1266.31,pinto beans
47320,bisque forest honeydew light smoke,Manufacturer#2,Brand#25,LARGE BURNISHED TIN,24,MED CAN,1267.32," the "
47321,steel chiffon white dim lace,Manufacturer#1,Brand#12,SMALL POLISHED COPPER,48,JUMBO JAR,1268.32,the packages was fur
47322,light firebrick salmon pink lawn,Manufacturer#3,Brand#32,STANDARD POLISHED STEEL,19,JUMBO DRUM,1269.32,e furiously unus
47323,steel blanched lemon dim sandy,Manufacturer#2,Brand#24,MEDIUM ANODIZED BRASS,48,SM CASE,1270.32," blithely "
47324,metallic yellow blanched dim royal,Manufacturer#1,Brand#15,SMALL ANODIZED BRASS,7,LG BAG,1271.32," beans. stealth"
47325,midnight sky khaki wheat floral,Manufacturer#5,Brand#52,LARGE ANODIZED BRASS,16,WRAP PACK,1272.32," quickly fi"
47326,lemon khaki rose maroon frosted,Manufacturer#2,Brand#25,LARGE BRUSHED TIN,48,WRAP BOX,1273.32,usly 
47327,purple midnight indian peach thistle,Manufacturer#5,Brand#51,LARGE BURNISHED BRASS,33,SM BOX,1274.32,quests alon
47328,lime sky chocolate royal orchid,Manufacturer#1,Brand#11,ECONOMY ANODIZED STEEL,38,MED BAG,1275.32,according to 
47329,peru puff khaki snow dark,Manufacturer#2,Brand#21,LARGE BRUSHED COPPER,33,SM PACK,1276.32,sly express depos
47330,blanched tomato papaya smoke peach,Manufacturer#1,Brand#14,SMALL POLISHED TIN,14,MED PACK,1277.33,y pendin
47331,lemon sienna chartreuse smoke khaki,Manufacturer#3,Brand#33,PROMO PLATED TIN,46,LG PACK,1278.33,refully unusual fo
47332,powder papaya dim antique chocolate,Manufacturer#3,Brand#34,ECONOMY BURNISHED BRASS,33,MED DRUM,1279.33,platelets after the fi
47333,cornflower peru magenta turquoise violet,Manufacturer#2,Brand#21,MEDIUM ANODIZED STEEL,41,SM BOX,1280.33,use int
47334,wheat peach navajo metallic chartreuse,Manufacturer#1,Brand#14,STANDARD BURNISHED BRASS,8,MED PKG,1281.33,bold foxes are qui
47335,coral steel deep antique azure,Manufacturer#3,Brand#33,LARGE BURNISHED BRASS,25,WRAP BOX,1282.33,ecial theodoli
47336,burlywood spring almond powder moccasin,Manufacturer#4,Brand#41,SMALL POLISHED TIN,14,LG CASE,1283.33,ans nag fluffily furio
47337,medium mint hot seashell frosted,Manufacturer#3,Brand#33,ECONOMY PLATED NICKEL,41,LG CAN,1284.33,ding depe
47338,cornsilk deep saddle ivory chocolate,Manufacturer#5,Brand#52,MEDIUM BURNISHED COPPER,10,WRAP BAG,1285.33,ng to
47339,pale orange navajo dark ghost,Manufacturer#2,Brand#24,ECONOMY ANODIZED BRASS,23,SM BOX,1286.33," ironic as"
47340,rose burlywood medium rosy cornsilk,Manufacturer#4,Brand#44,PROMO POLISHED BRASS,34,SM BAG,1287.34,", even pinto bea"
47341,royal white orange orchid purple,Manufacturer#2,Brand#25,SMALL PLATED STEEL,46,WRAP CAN,1288.34,play around the bli
47342,seashell black lime cream navajo,Manufacturer#3,Brand#35,PROMO POLISHED COPPER,45,LG CASE,1289.34,"nag final, regular p"
47343,cream peach green sandy khaki,Manufacturer#4,Brand#43,ECONOMY BURNISHED NICKEL,33,SM JAR,1290.34," quietly carefu"
47344,drab midnight papaya sienna smoke,Manufacturer#4,Brand#41,MEDIUM PLATED COPPER,19,SM DRUM,1291.34,gular foxes. regular p
47345,khaki orchid lime mint frosted,Manufacturer#4,Brand#43,STANDARD PLATED STEEL,6,WRAP CASE,1292.34," express"
47346,red firebrick saddle medium beige,Manufacturer#2,Brand#25,ECONOMY ANODIZED TIN,11,MED CASE,1293.34," detect bold acc"
47347,violet red chocolate forest orchid,Manufacturer#5,Brand#52,PROMO BRUSHED NICKEL,45,MED JAR,1294.34," packages. foxes "
47348,bisque yellow dodger white aquamarine,Manufacturer#3,Brand#31,MEDIUM BRUSHED BRASS,6,MED JAR,1295.34,ake behi
47349,smoke snow hot rosy tomato,Manufacturer#2,Brand#25,STANDARD PLATED COPPER,7,MED JAR,1296.34,tructions haggl
47350,mint chocolate drab black antique,Manufacturer#2,Brand#22,LARGE ANODIZED NICKEL,16,LG PKG,1297.35,inst the careful
47351,green metallic dark mint bisque,Manufacturer#5,Brand#51,PROMO BRUSHED BRASS,28,JUMBO JAR,1298.35,bold requests.
47352,cream rosy drab cornflower linen,Manufacturer#4,Brand#44,PROMO POLISHED TIN,6,SM BAG,1299.35,are pendin
47353,drab linen pale cornflower yellow,Manufacturer#1,Brand#12,SMALL BURNISHED NICKEL,10,JUMBO CASE,1300.35," blithely? furio"
47354,white saddle tan cornflower slate,Manufacturer#2,Brand#22,PROMO PLATED TIN,2,JUMBO PACK,1301.35,sits haggle quic
47355,puff powder linen turquoise blue,Manufacturer#1,Brand#13,STANDARD BURNISHED BRASS,22,WRAP CAN,1302.35,ts boost alo
47356,spring slate cornflower lavender cream,Manufacturer#3,Brand#32,STANDARD ANODIZED TIN,14,JUMBO PKG,1303.35,nstructions haggle fur
47357,chocolate bisque grey coral cream,Manufacturer#4,Brand#42,LARGE POLISHED COPPER,38,LG CAN,1304.35,riously fin
47358,dodger green cornsilk orchid olive,Manufacturer#1,Brand#15,MEDIUM BURNISHED STEEL,43,LG DRUM,1305.35,ccounts haggle s
47359,saddle ghost sky chartreuse misty,Manufacturer#1,Brand#11,MEDIUM POLISHED BRASS,31,SM CASE,1306.35,ong the fu
47360,black deep dark tan chocolate,Manufacturer#3,Brand#34,SMALL BRUSHED BRASS,33,WRAP PKG,1307.36,s int
47361,tomato magenta navy spring mint,Manufacturer#2,Brand#23,ECONOMY BRUSHED STEEL,26,JUMBO CASE,1308.36,egular dolphins. ironi
47362,rosy peach honeydew cornflower saddle,Manufacturer#2,Brand#23,ECONOMY BRUSHED BRASS,49,JUMBO PACK,1309.36,pendencies eat among t
47363,orange pink cream magenta firebrick,Manufacturer#3,Brand#32,MEDIUM BURNISHED BRASS,37,LG PKG,1310.36,ffily regular pinto
47364,frosted moccasin chiffon drab lawn,Manufacturer#3,Brand#33,SMALL PLATED STEEL,31,JUMBO PACK,1311.36,are qui
47365,chartreuse gainsboro misty pink aquamarine,Manufacturer#4,Brand#44,PROMO POLISHED BRASS,18,MED BOX,1312.36,lites after 
47366,thistle navy navajo lime orange,Manufacturer#5,Brand#54,PROMO PLATED NICKEL,18,MED PACK,1313.36,sual requests
47367,salmon drab blush almond azure,Manufacturer#1,Brand#12,SMALL BRUSHED TIN,35,MED PKG,1314.36," requests"
47368,orange steel honeydew slate lavender,Manufacturer#5,Brand#51,MEDIUM POLISHED STEEL,21,MED JAR,1315.36,the fur
47369,ghost forest papaya royal moccasin,Manufacturer#3,Brand#34,LARGE POLISHED STEEL,1,LG BAG,1316.36,"ular,"
47370,tan blush light cream royal,Manufacturer#2,Brand#22,MEDIUM BURNISHED TIN,41,MED BOX,1317.37,inal excuses
47371,magenta wheat orange pink misty,Manufacturer#3,Brand#31,MEDIUM BURNISHED STEEL,13,SM PACK,1318.37,y regular packages
47372,orange red gainsboro hot mint,Manufacturer#1,Brand#14,STANDARD POLISHED BRASS,25,WRAP BAG,1319.37,e qui
47373,metallic cyan navy burnished drab,Manufacturer#4,Brand#42,STANDARD POLISHED BRASS,1,LG CASE,1320.37," solve slyly special t"
47374,olive misty dodger seashell goldenrod,Manufacturer#1,Brand#12,ECONOMY POLISHED COPPER,11,JUMBO CAN,1321.37,symptotes 
47375,mint aquamarine ivory goldenrod frosted,Manufacturer#3,Brand#35,SMALL PLATED COPPER,41,LG PKG,1322.37,ing requ
47376,navy deep azure forest burnished,Manufacturer#3,Brand#33,PROMO PLATED COPPER,33,LG BAG,1323.37," haggle do"
47377,lavender beige papaya red cornsilk,Manufacturer#3,Brand#35,MEDIUM POLISHED BRASS,13,JUMBO BAG,1324.37," unusual ins"
47378,salmon olive red firebrick almond,Manufacturer#4,Brand#44,PROMO BURNISHED TIN,13,WRAP CASE,1325.37," blithely even,"
47379,magenta drab blue lavender cornflower,Manufacturer#3,Brand#31,ECONOMY ANODIZED STEEL,1,SM CASE,1326.37,iously. packages b
47380,grey navajo hot dodger spring,Manufacturer#2,Brand#24,ECONOMY PLATED COPPER,37,SM BOX,1327.38,"e ironic, bold ide"
47381,magenta purple aquamarine mint wheat,Manufacturer#5,Brand#53,MEDIUM BURNISHED NICKEL,23,MED BAG,1328.38,t blithel
47382,lime khaki misty brown moccasin,Manufacturer#1,Brand#15,SMALL ANODIZED COPPER,19,SM DRUM,1329.38,-- blithely thin theo
47383,royal purple white blanched misty,Manufacturer#2,Brand#24,SMALL BRUSHED BRASS,18,LG CASE,1330.38,. quickly re
47384,pink ivory almond burlywood floral,Manufacturer#5,Brand#54,ECONOMY BURNISHED NICKEL,24,LG CAN,1331.38,ending ideas are be
47385,navy snow forest steel navajo,Manufacturer#3,Brand#31,ECONOMY ANODIZED NICKEL,18,LG BAG,1332.38,ts from the quic
47386,magenta midnight orchid light blush,Manufacturer#5,Brand#52,MEDIUM POLISHED NICKEL,29,SM CASE,1333.38,of the ins
47387,light deep grey moccasin yellow,Manufacturer#4,Brand#44,SMALL ANODIZED TIN,33,LG BOX,1334.38,ions at 
47388,lemon burnished azure light beige,Manufacturer#5,Brand#54,SMALL BURNISHED BRASS,37,SM BOX,1335.38,uses grow slyly. regul
47389,antique honeydew pink peach lime,Manufacturer#3,Brand#34,LARGE POLISHED STEEL,2,LG CAN,1336.38,haggle stealthily
47390,wheat coral metallic grey sienna,Manufacturer#1,Brand#15,PROMO POLISHED STEEL,50,WRAP BAG,1337.39,uctions across th
47391,drab maroon indian gainsboro bisque,Manufacturer#5,Brand#54,ECONOMY BURNISHED COPPER,4,LG BOX,1338.39,e foxes aff
47392,thistle gainsboro orange blanched red,Manufacturer#5,Brand#54,ECONOMY POLISHED COPPER,45,WRAP JAR,1339.39,ong the slyl
47393,purple metallic rose orange pink,Manufacturer#5,Brand#52,MEDIUM POLISHED COPPER,2,JUMBO JAR,1340.39,ly regul
47394,navy honeydew peach rosy navajo,Manufacturer#4,Brand#42,ECONOMY POLISHED BRASS,48,WRAP DRUM,1341.39,instructions. pend
47395,brown orange lace goldenrod maroon,Manufacturer#5,Brand#54,MEDIUM ANODIZED STEEL,11,LG BAG,1342.39," the ironically regu"
47396,tomato olive navajo moccasin aquamarine,Manufacturer#4,Brand#41,ECONOMY ANODIZED STEEL,13,SM PACK,1343.39,"ress, furious depo"
47397,wheat cream sandy saddle tan,Manufacturer#4,Brand#45,ECONOMY ANODIZED BRASS,27,MED BAG,1344.39,e expre
47398,lace cornsilk floral wheat drab,Manufacturer#5,Brand#51,LARGE ANODIZED BRASS,48,SM BAG,1345.39,y furiously fin
47399,aquamarine red royal puff antique,Manufacturer#1,Brand#15,STANDARD POLISHED TIN,1,JUMBO PKG,1346.39,yly pending pack
47400,burlywood gainsboro royal thistle lawn,Manufacturer#3,Brand#31,SMALL PLATED TIN,16,LG CASE,1347.40,usly alongside 
47401,yellow frosted orange grey coral,Manufacturer#5,Brand#52,STANDARD POLISHED TIN,16,JUMBO BAG,1348.40,totes; slyly thin inst
47402,navy violet tomato linen cyan,Manufacturer#2,Brand#21,SMALL BURNISHED TIN,13,JUMBO JAR,1349.40,ual theodolite
47403,honeydew olive peru brown goldenrod,Manufacturer#5,Brand#55,STANDARD BRUSHED COPPER,27,SM PACK,1350.40,e quickly
47404,tomato olive red snow forest,Manufacturer#4,Brand#41,STANDARD POLISHED COPPER,24,SM CASE,1351.40,symptot
47405,olive honeydew pale sky blanched,Manufacturer#1,Brand#15,PROMO POLISHED TIN,40,JUMBO BAG,1352.40,ess excuses a
47406,peach papaya chocolate hot purple,Manufacturer#2,Brand#22,LARGE POLISHED COPPER,9,MED CAN,1353.40,ts cajole blithely 
47407,pale linen turquoise midnight white,Manufacturer#3,Brand#33,LARGE PLATED COPPER,1,WRAP BOX,1354.40," furious req"
47408,saddle lace antique orange blue,Manufacturer#1,Brand#14,PROMO PLATED STEEL,27,MED PACK,1355.40," cajole ab"
47409,blue dim dark lavender moccasin,Manufacturer#4,Brand#44,STANDARD POLISHED COPPER,45,SM CASE,1356.40,ts sleep slyly c
47410,gainsboro brown navy lavender spring,Manufacturer#1,Brand#15,STANDARD BRUSHED BRASS,49,JUMBO BOX,1357.41,uickly ironic ideas
47411,chocolate rose pink deep firebrick,Manufacturer#1,Brand#12,ECONOMY PLATED BRASS,8,LG DRUM,1358.41,lly alongside 
47412,burlywood cyan sky purple sienna,Manufacturer#3,Brand#31,MEDIUM POLISHED COPPER,27,LG CAN,1359.41,c requests. final g
47413,khaki turquoise spring coral dodger,Manufacturer#3,Brand#32,MEDIUM BURNISHED BRASS,28,WRAP DRUM,1360.41,dly regular
47414,spring turquoise midnight slate drab,Manufacturer#3,Brand#33,ECONOMY BRUSHED NICKEL,36,SM BAG,1361.41,heodolites. ex
47415,linen forest bisque honeydew lace,Manufacturer#3,Brand#34,MEDIUM POLISHED NICKEL,18,LG BOX,1362.41,expre
47416,linen midnight beige seashell dark,Manufacturer#3,Brand#33,SMALL ANODIZED COPPER,26,SM DRUM,1363.41,old patterns unwind
47417,orchid azure honeydew chocolate beige,Manufacturer#4,Brand#43,MEDIUM BURNISHED TIN,31,LG BAG,1364.41,doggedly unus
47418,navy cornsilk plum orchid orange,Manufacturer#4,Brand#42,ECONOMY BRUSHED NICKEL,28,MED BAG,1365.41,ound 
47419,beige salmon white grey lemon,Manufacturer#1,Brand#13,LARGE PLATED BRASS,43,JUMBO BOX,1366.41," final "
47420,pink frosted mint dim wheat,Manufacturer#5,Brand#51,STANDARD BRUSHED BRASS,48,WRAP CAN,1367.42," affix fu"
47421,forest violet beige antique brown,Manufacturer#1,Brand#15,ECONOMY PLATED NICKEL,13,SM BOX,1368.42,foxes. blithely r
47422,lemon burlywood plum firebrick blush,Manufacturer#2,Brand#21,MEDIUM POLISHED STEEL,37,SM PKG,1369.42,nto bea
47423,rose smoke ivory pale chartreuse,Manufacturer#5,Brand#52,PROMO PLATED NICKEL,29,SM CAN,1370.42,pendencies ac
47424,magenta blue bisque blush cornsilk,Manufacturer#4,Brand#43,ECONOMY BRUSHED BRASS,36,WRAP JAR,1371.42," the fluffily e"
47425,plum midnight mint rose goldenrod,Manufacturer#2,Brand#22,SMALL BRUSHED STEEL,48,WRAP DRUM,1372.42,braids detect furio
47426,green lemon midnight indian forest,Manufacturer#1,Brand#13,MEDIUM BURNISHED COPPER,29,SM DRUM,1373.42,he carefully regular
47427,pink ivory green violet linen,Manufacturer#3,Brand#32,ECONOMY ANODIZED BRASS,39,JUMBO CASE,1374.42,ticing reques
47428,peru hot azure chocolate firebrick,Manufacturer#2,Brand#23,PROMO POLISHED BRASS,1,MED PACK,1375.42,across the accou
47429,honeydew red peru navy peach,Manufacturer#1,Brand#11,ECONOMY BRUSHED NICKEL,50,MED JAR,1376.42,ial dolphins use bl
47430,chiffon almond linen magenta thistle,Manufacturer#5,Brand#52,MEDIUM ANODIZED STEEL,32,SM PACK,1377.43," final deposits"
47431,lawn almond moccasin sandy blush,Manufacturer#5,Brand#53,ECONOMY BURNISHED TIN,12,WRAP JAR,1378.43,tes against
47432,purple royal papaya white peru,Manufacturer#5,Brand#53,MEDIUM POLISHED NICKEL,6,JUMBO BOX,1379.43,ly. quick r
47433,aquamarine mint moccasin blush snow,Manufacturer#3,Brand#34,ECONOMY PLATED COPPER,4,WRAP CAN,1380.43,ut the slyly s
47434,misty lime azure frosted snow,Manufacturer#3,Brand#34,PROMO PLATED COPPER,9,WRAP CAN,1381.43,haggle fluffily 
47435,wheat blush papaya blanched cyan,Manufacturer#2,Brand#21,PROMO BURNISHED TIN,10,LG BAG,1382.43,c theodolite
47436,turquoise antique lawn spring gainsboro,Manufacturer#1,Brand#11,PROMO BRUSHED STEEL,21,MED PKG,1383.43," foxes"
47437,floral seashell snow lawn puff,Manufacturer#5,Brand#53,SMALL BRUSHED COPPER,9,JUMBO PACK,1384.43,ach according to
47438,cornflower tomato bisque steel seashell,Manufacturer#3,Brand#33,LARGE PLATED BRASS,13,JUMBO CASE,1385.43,ets wake fu
47439,cream dark almond dodger red,Manufacturer#1,Brand#11,STANDARD BRUSHED STEEL,2,WRAP BAG,1386.43,reful
47440,sandy pink dim midnight red,Manufacturer#4,Brand#42,MEDIUM BURNISHED NICKEL,23,WRAP JAR,1387.44,ke. c
47441,turquoise cyan tomato grey midnight,Manufacturer#5,Brand#53,PROMO ANODIZED COPPER,14,JUMBO PKG,1388.44,mptotes cajole slyly
47442,ivory mint chartreuse lawn light,Manufacturer#4,Brand#45,STANDARD BRUSHED TIN,28,SM CASE,1389.44,s. expre
47443,snow dark aquamarine blue goldenrod,Manufacturer#1,Brand#12,PROMO BRUSHED STEEL,38,SM PKG,1390.44,"ular, "
47444,medium red antique snow black,Manufacturer#4,Brand#43,LARGE POLISHED TIN,38,SM JAR,1391.44,reach against t
47445,misty cornflower papaya lavender steel,Manufacturer#3,Brand#33,LARGE PLATED COPPER,29,SM BAG,1392.44,ges haggle c
47446,plum olive blanched peach beige,Manufacturer#5,Brand#52,PROMO POLISHED TIN,32,MED PKG,1393.44,"g the express, pendi"
47447,tan yellow lavender spring firebrick,Manufacturer#5,Brand#53,LARGE BURNISHED BRASS,25,WRAP DRUM,1394.44,es sleep 
47448,misty linen cornsilk papaya mint,Manufacturer#3,Brand#33,MEDIUM ANODIZED STEEL,46,JUMBO CAN,1395.44,hely r
47449,violet spring pink salmon gainsboro,Manufacturer#3,Brand#34,MEDIUM BRUSHED BRASS,10,WRAP PKG,1396.44,slyly silent
47450,sienna antique yellow green khaki,Manufacturer#5,Brand#53,PROMO ANODIZED NICKEL,17,JUMBO BAG,1397.45,"old, bol"
47451,goldenrod magenta lavender violet plum,Manufacturer#1,Brand#12,PROMO BRUSHED COPPER,17,JUMBO JAR,1398.45,"ect carefully bold, "
47452,antique chartreuse saddle firebrick rose,Manufacturer#5,Brand#55,PROMO ANODIZED BRASS,5,JUMBO CAN,1399.45," slyly silent de"
47453,peach orchid turquoise rosy light,Manufacturer#2,Brand#21,PROMO ANODIZED NICKEL,39,SM PACK,1400.45,fily even instructions
47454,brown lawn metallic cornsilk floral,Manufacturer#3,Brand#35,PROMO ANODIZED COPPER,47,MED PKG,1401.45," escapades. re"
